customer_id,region,income,debt,loan_amount,loan_purpose,township_flag,load_shedding_hours,transaction_frequency,support_tickets,days_since_last_contact,churned,income_missing,township_flag_missing
CUST_009680,Johannesburg,6098.0,2413.149249569565,3266.6714673907595,other,1.0,6.0,13.0,3.0,59.0,1.0,0,0
CUST_011739,Durban,10549.95443464751,3176.344558684688,5817.093866879623,education,0.0,2.0,6.0,0.0,158.0,0.0,0,0
CUST_007125,Cape Town,,,,debt_consolidation,1.0,4.0,9.0,0.0,80.0,0.0,1,0
CUST_003930,Johannesburg,2741.177653301784,523.5022487163411,1008.8646134890424,debt_consolidation,0.0,3.0,7.0,0.0,9.0,0.0,0,0
CUST_013349,Cape Town,,,,business,0.0,5.0,9.0,0.0,72.0,0.0,1,0
CUST_002532,Gqeberha,62430.76003604359,19402.659022190805,35174.44356466065,education,0.0,5.0,15.0,2.0,119.0,0.0,0,0
CUST_000264,Cape Town,12219.974350868675,6204.531503076227,7090.627536666972,home_improvement,0.0,2.0,11.0,0.0,160.0,0.0,0,0
CUST_014996,Durban,,,,vehicle,1.0,8.0,9.0,0.0,27.0,0.0,1,0
CUST_006102,Durban,,,,debt_consolidation,0.0,6.0,15.0,0.0,100.0,0.0,1,0
CUST_012515,Durban,12843.839950783464,5061.37672283865,2650.126079001736,business,0.0,4.0,6.0,0.0,5.0,0.0,0,0
CUST_007517,Johannesburg,14488.519012060638,7242.3046845460785,8435.701871095112,debt_consolidation,0.0,2.0,5.0,0.0,88.0,0.0,0,0
CUST_005809,Durban,8151.872214865677,1579.987266701128,2599.9830210617424,debt_consolidation,0.0,5.0,8.0,0.0,13.0,1.0,0,0
CUST_013101,Johannesburg,10448.797822451234,4401.26826628748,4636.575300032818,business,0.0,5.0,9.0,0.0,209.0,0.0,0,0
CUST_005246,Cape Town,23830.456117078364,4681.337498436278,15100.041721576092,debt_consolidation,0.0,6.0,4.0,0.0,58.0,0.0,0,0
CUST_011982,Johannesburg,15139.272570852,7192.607437743352,8324.657338696208,home_improvement,0.0,6.0,6.0,0.0,33.0,0.0,0,0
CUST_001406,Cape Town,20344.51100159972,2889.3696981397243,7176.483592799547,debt_consolidation,1.0,8.0,14.0,0.0,32.0,0.0,0,0
CUST_004266,Cape Town,52268.25853041002,13704.492357237134,20891.365500804102,business,1.0,5.0,11.0,4.0,143.0,0.0,0,0
CUST_002855,Johannesburg,8515.248946490228,5796.38372186711,3027.9245603538893,home_improvement,0.0,6.0,9.0,0.0,31.0,1.0,0,0
CUST_008231,Johannesburg,24165.062741718917,8127.705258530393,12026.695824300828,business,0.0,6.0,7.0,0.0,53.0,0.0,0,0
CUST_010606,Johannesburg,26587.44929107693,10663.527296362185,12815.10471841752,business,1.0,3.0,16.0,5.0,115.0,1.0,0,0
CUST_009986,Cape Town,,,,debt_consolidation,1.0,10.0,11.0,0.0,64.0,0.0,1,0
CUST_012429,Johannesburg,6312.918422887088,450.255263719198,2214.2238894373518,home_improvement,1.0,1.0,6.0,3.0,72.0,0.0,0,0
CUST_011225,Cape Town,13576.54204026063,4915.686882825815,8141.223742432759,business,0.0,4.0,10.0,0.0,7.0,0.0,0,0
CUST_006349,Cape Town,,,,medical,1.0,7.0,14.0,1.0,20.0,0.0,1,0
CUST_010385,Gqeberha,18848.859782714702,4304.418354332581,3427.8517979088983,debt_consolidate,0.0,2.0,12.0,0.0,21.0,0.0,0,0
CUST_010554,Cape Town,2757.230943780139,1075.5524739174105,1000.0,renovation,1.0,11.0,8.0,0.0,13.0,1.0,0,0
CUST_002803,Pretoria,1804.2727617707355,874.0602853917336,1124.926342141325,other,0.0,7.0,15.0,0.0,80.0,0.0,0,0
CUST_002052,Cape Town,32681.48170667035,9968.743739635203,23046.6229827356,education,0.0,4.0,15.0,3.0,85.0,0.0,0,0
CUST_003689,Johannesburg,20965.59912718653,4189.309828654335,6440.944111489175,business,0.0,3.0,7.0,0.0,0.0,0.0,0,0
CUST_014288,Gqeberha,8953.464518927229,2922.949292165967,6716.346408090966,debt_consolidation,0.0,4.0,9.0,0.0,23.0,0.0,0,0
CUST_003831,Cape Town,10765.98779440294,7055.103037994551,3624.966637914543,car,1.0,6.0,4.0,0.0,38.0,1.0,0,0
CUST_010651,Pretoria,,,,home_improvement,0.0,5.0,11.0,0.0,87.0,1.0,1,0
CUST_013815,Cape Town,6384.852725282348,2234.173880744575,2702.470765691298,debt_consolidation,1.0,9.0,11.0,0.0,36.0,0.0,0,0
CUST_007851,Johannesburg,7880.546060588328,1572.441110499426,5355.449253648727,education,1.0,2.0,11.0,2.0,181.0,0.0,0,0
CUST_012430,Durban,21526.432671114373,4546.6137812472425,15777.653801914508,debt_consolidation,0.0,3.0,6.0,1.0,1.0,0.0,0,0
CUST_003843,Cape Town,26071.914608201256,12641.921644546368,9309.016246787914,home_improve,1.0,3.0,13.0,2.0,13.0,0.0,0,0
CUST_009757,Johannesburg,,,,home_improvement,0.0,7.0,12.0,0.0,1.0,0.0,1,0
CUST_013149,Durban,9415.308326021344,1349.8018954493505,3198.652779040396,car,0.0,6.0,6.0,1.0,139.0,0.0,0,0
CUST_001675,Durban,3749.537902032316,887.3582401621197,1125.2406106060596,car,0.0,6.0,9.0,0.0,25.0,0.0,0,0
CUST_001639,Pretoria,26689.55540454162,14480.278672350232,14758.15615471924,business,0.0,3.0,10.0,3.0,21.0,0.0,0,0
CUST_009134,Johannesburg,7773.38708405607,4685.007962115824,3891.590951428139,debt_consolidation,1.0,8.0,11.0,2.0,39.0,0.0,0,0
CUST_009035,Cape Town,5010.767329725039,2583.213517346464,3072.286940882097,home_improvement,0.0,3.0,6.0,2.0,17.0,0.0,0,0
,,,,,,,,,,,,1,1
CUST_012406,Johannesburg,23115.0,8875.779456614247,12422.807580394932,debt_consolidate,1.0,7.0,6.0,0.0,75.0,0.0,0,0
CUST_014173,Durban,5648.0,2278.2690769936407,2731.366794141837,home_improvement,0.0,4.0,11.0,1.0,54.0,0.0,0,0
CUST_003827,Cape Town,,,,education,1.0,5.0,10.0,0.0,63.0,1.0,1,0
CUST_001682,Pretoria,18560.314143114934,9996.616405090732,13059.774508631122,debt_consolidation,0.0,5.0,10.0,0.0,34.0,0.0,0,0
CUST_008303,Durban,15467.8913878013,3213.820129625252,2624.687577544211,debt_consolidation,0.0,4.0,12.0,2.0,16.0,0.0,0,0
CUST_010516,Cape Town,17730.422108902876,10937.33363549662,11816.613723330876,other,0.0,3.0,8.0,0.0,208.0,1.0,0,0
CUST_006464,Johannesburg,35041.066300629165,9038.285225054702,10508.18310650996,home_improvement,0.0,0.0,10.0,3.0,132.0,0.0,0,0
CUST_013647,Durban,10781.0,0.0,3773.653198935258,car,1.0,6.0,12.0,1.0,68.0,1.0,0,0
CUST_007490,Gqeberha,,,,debt_consolidation,1.0,9.0,8.0,0.0,58.0,0.0,1,0
CUST_014322,Johannesburg,9680.08988387913,4173.354558903639,5417.305315794024,debt_consolidation,1.0,4.0,8.0,0.0,28.0,0.0,0,0
CUST_007574,Durban,9189.765063092484,5310.922457509302,5889.19682527929,debt_consolidation,0.0,12.0,7.0,0.0,150.0,0.0,0,0
CUST_009031,Johannesburg,,,,car,1.0,8.0,12.0,1.0,15.0,1.0,1,0
CUST_007147,Durban,38975.74621092733,22561.58290646643,37744.05315100109,home_improvement,0.0,3.0,7.0,0.0,3.0,0.0,0,0
CUST_013665,Cape Town,8407.09042295301,898.6641583588153,6507.842024193751,business,0.0,4.0,11.0,0.0,130.0,0.0,0,0
CUST_002448_DUP,Johannesburg,4743.180696816047,3031.5168563367547,3182.1358013821714,education,0.0,3.0,4.0,0.0,2.0,0.0,0,0
CUST_000626,Cape Town,,,,education,0.0,2.0,12.0,1.0,33.0,1.0,1,0
CUST_009208,Durban,12388.0,8594.445816336782,1386.4199368299358,medical,0.0,3.0,15.0,0.0,106.0,1.0,0,0
CUST_011048,Cape Town,11144.019374117912,2007.9078758688115,2231.2354995259384,education,0.0,6.0,12.0,0.0,83.0,0.0,0,0
CUST_009913,Johannesburg,17556.511974760226,5967.957348273797,13826.84617984218,other,0.0,1.0,7.0,0.0,6.0,0.0,0,0
CUST_002226,Cape Town,5701.789944723129,1458.3400577591983,4030.236318772296,business,0.0,2.0,4.0,0.0,188.0,0.0,0,0
CUST_001626,Durban,,,,home_improvement,0.0,4.0,10.0,0.0,76.0,0.0,1,0
CUST_011727,Johannesburg,8972.304677755212,3709.303327502708,4411.04020885256,debt_consolidation,0.0,4.0,6.0,5.0,60.0,1.0,0,0
CUST_014525,Cape Town,5908.0,960.973364453924,2537.3765311769057,car,0.0,4.0,7.0,2.0,22.0,0.0,0,0
CUST_011911,Pretoria,15362.105021170391,2203.507482727835,7545.079750304815,medical,1.0,3.0,8.0,4.0,6.0,1.0,0,0
CUST_002779,Cape Town,8190.135239220123,5428.8746573210565,5416.324976360424,debt consolidation,0.0,6.0,11.0,0.0,33.0,0.0,0,0
CUST_005054,Johannesburg,17497.14789503144,13512.498631827635,5456.330135687553,debt_consolidation,0.0,4.0,9.0,1.0,39.0,0.0,0,0
CUST_004157,Cape Town,12846.198694084822,6695.055766405827,3323.044523174125,home_improvement,0.0,2.0,9.0,0.0,39.0,0.0,0,0
CUST_001708,Johannesburg,,,,car,1.0,5.0,16.0,0.0,159.0,0.0,1,0
CUST_001762,Gqeberha,,,,home_improvement,1.0,4.0,17.0,0.0,27.0,0.0,1,0
CUST_001683,Durban,12033.38005838935,5341.857295599744,7175.837033341159,education,0.0,5.0,8.0,0.0,22.0,0.0,0,0
CUST_014458,Johannesburg,13222.0,4226.75054157498,8377.869281308913,medical,1.0,9.0,12.0,0.0,25.0,0.0,0,0
CUST_013884,Johannesburg,,,,home_improvement,1.0,6.0,10.0,0.0,51.0,0.0,1,0
CUST_012246,Johannesburg,,,,car_loan,0.0,3.0,4.0,0.0,61.0,0.0,1,0
CUST_013984,Johannesburg,3688.30049486636,1308.9474217113066,2620.143371508856,home_improvement,0.0,4.0,7.0,0.0,113.0,0.0,0,0
CUST_014983,Pretoria,,,,debt_consolidation,1.0,4.0,12.0,0.0,28.0,0.0,1,0
CUST_005429,Durban,7991.572918788197,1378.2922946993117,6596.272147554312,debt_consolidation,0.0,3.0,7.0,0.0,178.0,0.0,0,0
CUST_003740,Cape Town,26932.713766763707,12974.078252673668,18129.16738129093,other,0.0,8.0,7.0,0.0,155.0,0.0,0,0
CUST_000016,Johannesburg,15134.762643354934,7793.713097165333,6341.246541914772,vehicle,1.0,3.0,12.0,0.0,15.0,0.0,0,0
CUST_009760,Cape Town,,,,home_improve,1.0,9.0,11.0,0.0,92.0,0.0,1,0
CUST_005192,Durban,2118.0032409543296,458.5929597758978,1467.5678559205462,vehicle,0.0,3.0,4.0,0.0,13.0,0.0,0,0
CUST_010275,Pretoria,10673.842124700212,-2387.3446690636783,7304.885729793958,debt_consolidation,0.0,4.0,7.0,0.0,6.0,0.0,0,0
CUST_009439,Johannesburg,8220.0,3646.6046281474514,3153.6351688925306,education,0.0,3.0,7.0,1.0,92.0,0.0,0,0
CUST_003168,Johannesburg,,,,debt_consolidation,0.0,8.0,6.0,0.0,30.0,0.0,1,0
CUST_010579,Johannesburg,3346.766433288499,1320.6023064657002,1868.5575875937968,medical,0.0,2.0,6.0,1.0,12.0,0.0,0,0
CUST_009124,Gqeberha,22233.06675044959,11693.778742512251,13522.437898905177,other,0.0,1.0,7.0,0.0,58.0,0.0,0,0
CUST_012585,Johannesburg,3477.0,1437.0170225989402,1154.6434715380642,home_improvement,0.0,3.0,6.0,1.0,15.0,0.0,0,0
CUST_012230,Johannesburg,19018.59932709898,6428.515328590106,13533.315022040162,home_improvement,1.0,5.0,15.0,0.0,81.0,0.0,0,0
CUST_013340,Cape Town,6885.362462511078,2174.9275678765143,4740.5423622268645,business,0.0,2.0,9.0,5.0,174.0,0.0,0,0
CUST_008680,Johannesburg,4216.674333035287,1904.351047767046,1448.5768382339352,car,0.0,3.0,11.0,3.0,25.0,0.0,0,0
CUST_013808,Johannesburg,2396.851747018376,486.60611615999767,1372.3028785417591,home_improvement,1.0,5.0,9.0,0.0,19.0,0.0,0,0
CUST_004541,Johannesburg,9586.60098498696,3399.39751776105,3349.039954357412,car,1.0,9.0,8.0,0.0,0.0,0.0,0,0
CUST_003323,Durban,,,,home_improvement,1.0,7.0,16.0,0.0,29.0,0.0,1,0
CUST_009082,Cape Town,10729.666997232607,6321.285208648721,2377.99980258632,debt_consolidation,0.0,6.0,2.0,0.0,149.0,0.0,0,0
CUST_012379,Cape Town,,,,education,1.0,11.0,7.0,0.0,34.0,0.0,1,0
CUST_008377,Johannesburg,2971.786122472733,1064.7470609073464,2519.924420084932,home_improvement,0.0,1.0,11.0,0.0,17.0,0.0,0,0
CUST_008747,Johannesburg,11803.83149659733,3859.2263746669614,5877.384281302627,business,0.0,6.0,9.0,2.0,116.0,0.0,0,0
CUST_011366,Durban,,,,debt_consolidate,1.0,9.0,12.0,0.0,16.0,1.0,1,0
CUST_012642,Durban,6595.723287394982,1722.8248090404304,3120.3473735069824,debt_consolidation,0.0,6.0,6.0,1.0,10.0,0.0,0,0
CUST_000290,Cape Town,14555.0,6005.044888515021,10113.08899519951,car,1.0,3.0,11.0,0.0,92.0,0.0,0,0
CUST_005236,Johannesburg,18432.60006802541,9270.730055223226,11111.149295796917,business,0.0,4.0,7.0,0.0,15.0,0.0,0,0
CUST_012904_DUP,Gqeberha,,,,debt_consolidation,1.0,7.0,10.0,1.0,176.0,0.0,1,0
CUST_000514,Gqeberha,4802.1299204841725,1525.2867525451152,2074.6332725255825,home_improvement,1.0,2.0,10.0,0.0,52.0,0.0,0,0
CUST_007521,Cape Town,13643.58428090368,9199.245202888878,9811.710943605956,car,0.0,7.0,4.0,0.0,306.0,0.0,0,0
CUST_011998,Johannesburg,,,,debt_consolidation,1.0,9.0,9.0,0.0,125.0,0.0,1,0
CUST_005090,Johannesburg,14391.0,4275.078206897217,6247.9391242318725,debt_consolidation,0.0,2.0,6.0,2.0,5.0,0.0,0,0
CUST_004831,Durban,10532.349599567207,4233.904602733488,4061.521096361186,car,1.0,8.0,14.0,0.0,198.0,0.0,0,0
CUST_013767_DUP,Johannesburg,14877.0,2066.4729080750385,6126.362108488298,consolidation,0.0,6.0,4.0,0.0,29.0,0.0,0,0
CUST_003959,Johannesburg,,,,medical,0.0,4.0,10.0,0.0,15.0,0.0,1,0
CUST_002168,Johannesburg,3586.0,1034.36083765208,1477.03612481022,home_improve,1.0,7.0,8.0,0.0,2.0,0.0,0,0
CUST_000778,Durban,11545.372631417398,1290.9721508683554,4891.7938524508645,car,0.0,2.0,8.0,0.0,124.0,0.0,0,0
CUST_009564,Cape Town,24236.213670011763,6856.131599945217,6613.624401196632,debt_consolidation,1.0,6.0,5.0,0.0,13.0,0.0,0,0
CUST_010402,Johannesburg,,,,car,0.0,2.0,10.0,0.0,182.0,0.0,1,0
CUST_007504,Johannesburg,,,,home_improve,1.0,4.0,11.0,3.0,8.0,1.0,1,0
CUST_005966,Gqeberha,58866.0,23657.89234826141,43835.47198443773,home_improvement,0.0,1.0,12.0,0.0,15.0,0.0,0,0
CUST_014236,Pretoria,56154.18377454764,15611.12724904094,33786.0005586593,debt_consolidation,0.0,7.0,6.0,0.0,209.0,0.0,0,0
CUST_002814,Johannesburg,7210.090573617854,2464.0019856944677,4186.237406413819,debt_consolidation,0.0,4.0,3.0,0.0,56.0,0.0,0,0
CUST_012598_DUP,Cape Town,,,,education,1.0,6.0,15.0,2.0,73.0,1.0,1,0
CUST_010169,Cape Town,,,,business,1.0,6.0,13.0,1.0,85.0,1.0,1,0
CUST_007769,Johannesburg,,,,medical,0.0,3.0,5.0,0.0,12.0,1.0,1,0
CUST_006390,Cape Town,13843.865212902649,4316.584842167086,5209.231759379628,business,0.0,4.0,11.0,1.0,101.0,0.0,0,0
CUST_008963,Cape Town,12856.410206028191,4899.709979773764,4692.266222210919,business,0.0,4.0,11.0,0.0,0.0,0.0,0,0
CUST_004419,Johannesburg,1951.5618746432708,751.5545491658758,1000.0,business,0.0,2.0,4.0,3.0,121.0,0.0,0,0
CUST_014768,Pretoria,24605.587816557167,5376.705449570403,12544.401405669005,business,1.0,5.0,9.0,0.0,21.0,0.0,0,0
CUST_011148,Johannesburg,14510.31135349125,6219.91843124005,7858.915183338708,home_improvement,0.0,4.0,3.0,2.0,284.0,0.0,0,0
CUST_012838,Cape Town,7457.168004773902,1225.4195470268585,1722.814081310106,car,0.0,1.0,5.0,1.0,112.0,0.0,0,0
CUST_001169,Johannesburg,5555.0212456773015,2969.586690724971,2069.112284400816,debt_consolidation,0.0,3.0,6.0,0.0,54.0,0.0,0,0
CUST_003165_DUP,Johannesburg,6996.674514508083,886.6194446879642,4426.5659381732585,business,0.0,8.0,7.0,0.0,14.0,0.0,0,0
CUST_013244_DUP,Durban,20433.28884982405,9344.185491503513,11826.596291041007,home_improvement,0.0,8.0,8.0,0.0,161.0,0.0,0,0
CUST_004884,Johannesburg,3787.792220072751,1031.431746420698,1581.8708297816854,education,0.0,3.0,10.0,0.0,300.0,0.0,0,0
CUST_007397,Johannesburg,8953.0,-1945.1967218111608,5865.829494201675,business,1.0,2.0,9.0,1.0,38.0,0.0,0,0
CUST_007954,Johannesburg,8352.0,1502.5901887583154,2819.684182284773,car,0.0,4.0,8.0,0.0,166.0,1.0,0,0
CUST_014614,Durban,,,,other,1.0,7.0,7.0,0.0,380.0,0.0,1,0
CUST_005172,Cape Town,13420.004746250292,6040.15026806216,2833.781374712275,car,0.0,1.0,9.0,0.0,13.0,0.0,0,0
CUST_010141,Johannesburg,7929.664996465253,2921.615399006101,1000.0,home_improvement,0.0,7.0,9.0,1.0,15.0,0.0,0,0
CUST_004026,Gqeberha,7508.940007529294,3001.810554220176,1130.9449353006405,other,0.0,5.0,9.0,1.0,9.0,0.0,0,0
CUST_006448,Cape Town,16297.428447018485,3082.3447688234,11344.50589732523,home_improvement,0.0,4.0,9.0,0.0,1.0,1.0,0,0
CUST_007197,Johannesburg,7547.349931431667,3837.975513675748,5352.978424537636,other,0.0,7.0,8.0,0.0,34.0,0.0,0,0
CUST_009728,Johannesburg,7811.341326115088,3117.111207161657,4436.365808402315,home_improvement,1.0,4.0,13.0,4.0,88.0,0.0,0,0
CUST_004020,Johannesburg,,,,business,0.0,6.0,13.0,0.0,43.0,0.0,1,0
CUST_010744,Cape Town,9767.292787731882,2855.96014086035,7883.712130554501,other,0.0,6.0,9.0,0.0,30.0,0.0,0,0
CUST_012285,Johannesburg,103772.58254368027,56985.60488658573,95882.2287845695,car,0.0,6.0,11.0,1.0,18.0,0.0,0,0
CUST_011947,Johannesburg,4354.062970239119,626.690444773875,1000.0,debt_consolidation,0.0,5.0,7.0,0.0,47.0,1.0,0,0
CUST_002970,Cape Town,24223.0,13717.16395128912,19041.445571113065,debt_consolidation,0.0,2.0,15.0,0.0,180.0,0.0,0,0
CUST_012006,Pretoria,19350.26662145957,8542.27568751148,2785.1753013815933,medical,0.0,7.0,8.0,0.0,28.0,0.0,0,0
CUST_003604,Johannesburg,8466.818244106507,3075.448866217374,4511.660830670718,debt_consolidation,0.0,4.0,12.0,0.0,95.0,0.0,0,0
CUST_000849,Cape Town,,,,car,0.0,4.0,7.0,0.0,44.0,0.0,1,0
CUST_004259,Cape Town,14541.731402981231,3813.098215343107,6544.726909488855,other,0.0,1.0,6.0,0.0,316.0,0.0,0,0
CUST_004819_DUP,Gqeberha,17757.119198541463,4575.559713034579,11745.158242076504,car,0.0,2.0,13.0,0.0,60.0,1.0,0,0
CUST_010584,Cape Town,,,,other,0.0,2.0,7.0,0.0,191.0,1.0,1,0
CUST_002271,Johannesburg,25492.22315050754,15263.005582907805,7117.905413971162,car,0.0,5.0,10.0,0.0,171.0,0.0,0,0
CUST_005874,Gqeberha,19367.18905746302,8752.462155360754,1000.0,car,0.0,2.0,9.0,0.0,37.0,0.0,0,0
CUST_009466,Pretoria,,,,car,1.0,5.0,11.0,2.0,35.0,0.0,1,0
CUST_011940,Cape Town,,,,education,1.0,11.0,16.0,0.0,76.0,1.0,1,0
CUST_002634,Johannesburg,,5301.165239734132,4918.4638282130645,education,0.0,2.0,9.0,0.0,100.0,0.0,1,0
CUST_002054,Pretoria,42645.0,15801.047297184276,26445.92920859102,debt_consolidation,0.0,4.0,6.0,0.0,63.0,0.0,0,0
CUST_010624,Pretoria,4800.915950768437,2553.0708621749363,1416.4832491091593,business,0.0,6.0,4.0,0.0,15.0,0.0,0,0
CUST_009949,Cape Town,,-5383.640571078655,4326.352714501382,business,0.0,2.0,6.0,2.0,50.0,0.0,1,0
CUST_001422,Cape Town,8280.350057700938,4754.948803835364,4730.980844755109,debt consolidation,0.0,6.0,13.0,0.0,18.0,0.0,0,0
CUST_003244,Durban,6983.093942080374,2863.006574805291,4609.192436525229,car,0.0,4.0,5.0,0.0,88.0,0.0,0,0
CUST_010676,Durban,8233.143776701352,5026.433693291487,3319.0721982838413,business,1.0,8.0,13.0,0.0,75.0,1.0,0,0
CUST_012810,Cape Town,13715.139989337287,8649.281577922644,5584.554130571748,debt_consolidation,0.0,4.0,7.0,0.0,46.0,0.0,0,0
CUST_013464,Durban,24236.37779024969,7751.716142732987,8488.809933688313,car,0.0,4.0,10.0,5.0,35.0,0.0,0,0
CUST_010441,Durban,10641.565803170854,2186.030017257641,5965.424488617116,other,0.0,6.0,6.0,5.0,26.0,0.0,0,0
CUST_010669_DUP,Durban,15028.018916905949,4734.570307405975,7371.711197274505,other,0.0,6.0,4.0,0.0,24.0,0.0,0,0
CUST_006863,Pretoria,40258.9129722225,9746.63469195447,23559.685781890334,medical,0.0,7.0,3.0,0.0,43.0,0.0,0,0
CUST_006865,Cape Town,,3124.5706622007747,3674.545124664136,debt_consolidation,0.0,3.0,9.0,0.0,12.0,0.0,1,0
CUST_014990,Port Elizabeth,27488.08878039836,12800.830456284688,18056.877851860565,car,0.0,3.0,10.0,0.0,10.0,0.0,0,0
CUST_014920,Cape Town,,,,debt_consolidation,0.0,2.0,8.0,4.0,112.0,0.0,1,0
CUST_010488,Pretoria,24790.732509175254,14235.359681524822,14452.39180886102,home_improvement,0.0,5.0,9.0,0.0,10.0,0.0,0,0
CUST_011265,Durban,24565.36864989043,9207.313291606582,10492.657685052623,other,0.0,3.0,8.0,0.0,4.0,0.0,0,0
CUST_014857,Cape Town,1023.5426875419266,304.13872519373126,1000.0,debt_consolidation,0.0,6.0,8.0,0.0,37.0,0.0,0,0
CUST_014066,Gqeberha,7211.065233027916,1340.654528994294,6225.425969377824,home_improvement,0.0,4.0,3.0,0.0,188.0,0.0,0,0
CUST_007881,Johannesburg,,,,debt_consolidation,0.0,1.0,8.0,0.0,47.0,0.0,1,0
CUST_013666,Gqeberha,14406.066331831134,5635.878813268699,9508.519927830024,other,0.0,1.0,9.0,0.0,3.0,0.0,0,0
CUST_007035,Cape Town,,,,home_improvement,1.0,6.0,9.0,1.0,54.0,0.0,1,0
CUST_000559,Durban,31315.842603173256,15638.07004236928,17751.29994683649,other,1.0,12.0,8.0,0.0,148.0,0.0,0,0
CUST_011769,Johannesburg,19400.742865044227,9645.651845730206,6608.751288530133,education,0.0,5.0,10.0,1.0,153.0,0.0,0,0
CUST_014938,Port Elizabeth,26397.71203146178,8035.116553112641,8879.364701259983,medical,1.0,8.0,10.0,0.0,119.0,0.0,0,0
CUST_011984,Johannesburg,9557.4320248584,4840.878951460822,3455.883563580081,debt_consolidation,0.0,4.0,10.0,0.0,7.0,0.0,0,0
CUST_013889,Johannesburg,,,,home improvement,1.0,5.0,5.0,0.0,31.0,0.0,1,0
CUST_002036,Johannesburg,,,,business,1.0,7.0,10.0,2.0,75.0,0.0,1,0
CUST_009545,Johannesburg,13248.10837552748,4881.174621282214,2720.1268713923337,debt_consolidation,0.0,5.0,9.0,1.0,1.0,0.0,0,0
CUST_007530,Johannesburg,,,,education,1.0,9.0,9.0,2.0,109.0,1.0,1,0
CUST_005147,Durban,,,,education,1.0,8.0,9.0,0.0,337.0,0.0,1,0
CUST_010901,Cape Town,6637.387327912245,2444.113367581572,1000.0,other,0.0,3.0,6.0,0.0,9.0,0.0,0,0
CUST_010099,Johannesburg,,,,education,0.0,6.0,6.0,0.0,0.0,0.0,1,0
CUST_001867,Johannesburg,10930.554258725868,994.0799880633742,3729.589796272995,other,1.0,4.0,10.0,0.0,37.0,0.0,0,0
CUST_005899,Pretoria,17530.173704761793,4245.945394873536,6375.658746550495,business,0.0,7.0,9.0,0.0,11.0,0.0,0,0
CUST_009191,Pretoria,15064.0,1016.1936894865704,8787.96638294172,medical,0.0,5.0,6.0,3.0,84.0,0.0,0,0
CUST_002511,Johannesburg,22934.732427235293,15283.159502344752,6176.86593572132,home_improvement,0.0,2.0,10.0,1.0,91.0,0.0,0,0
